query_spectrum_nr;rt_time_query_spectrum;precursor_mz_query_spectrum;SpectrumID_GNPS_results;Compound_Name_GNPS_results;Smiles_GNPS_results;MassDiff_GNPS_results;LibMZ_GNPS_results;InChIKey-Planar_GNPS_results;superclass_GNPS_results;ms2query_model_prediction_ms2query_results;precursor_mz_difference_ms2query_results;precursor_mz_analog_ms2query_results;inchikey_ms2query_results;spectrum_ids_ms2query_results;analog_compound_name_ms2query_results;smiles_ms2query_results;cf_kingdom_ms2query_results;cf_superclass_ms2query_results;cf_class_ms2query_results;cf_subclass_ms2query_results;cf_direct_parent_ms2query_results;npc_class_results_ms2query_results;npc_superclass_results_ms2query_results;npc_pathway_results_ms2query_results
394;101.473.999;153.066;CCMSLIB00005755265;Massbank: nicotinamide|pyridine-3-carboxamide;N=C(O)c1cccnc1;30.011;123.055;DFPAKSUCGFBDDF;Organoheterocyclic compounds;0.3459;168.036;321.102;LJKAKWDUZRJNPJ;CCMSLIB00000207748;N-[4-[(4,6-dimethyl-2-pyrimidinyl)sulfamoyl]phenyl]acetamide;O=S(=O)(c1ccc(cc1)NC(=O)C)Nc1nc(cc(n1)C)C;Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzenesulfonamides;Benzenesulfonamides;Pyridine alkaloids;Nicotinic acid alkaloids;Alkaloids
469;406.048.981;219.102;CCMSLIB00003135495;Spectral Match to Carboxyibuprofen from NIST14;;0.00100708;219.101;;;0.7649;0.0;219.102;DIVLBIVDYADZPL;CCMSLIB00003137094;Carboxyibuprofen;CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O;Organic compounds;Phenylpropanoids and polyketides;Phenylpropanoic acids;;Phenylpropanoic acids;;;Terpenoids
377;41.914.997;144.103;CCMSLIB00006686170;NMDA;CN[C@H](CC(=O)O)C(=O)O;3.957;148.06;HOKKHZGPKSLGJE;Organic acids and derivatives;0.7413;0.003;144.1;IHLDCUQUFBWSJU;CCMSLIB00006536106;(2R)-6-methylpiperidine-2-carboxylic acid;O=C(O)C1NC(C)CCC1;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Alpha amino acids;Aminoacids;Small peptides;Amino acids and Peptides
384;627.028.992;144.982;;;;;;;;0.409;385.363;530.345;WVFDPCYTNIXGHI;CCMSLIB00006582296;Val-CA;[H][C@@]12[C@H](O)C[C@@H]3C[C@H](O)CC[C@]3(C)[C@H]1C[C@H](O)[C@@]4(C)[C@H]2CC[C@@H]4[C@@H](CCC(NC(C(C)C)C(O)=O)=O)C;Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives;Glycinated bile acids and derivatives;Cholane steroids;;
409;131.421.005;169.097;;;;;;;;0.3459;202.932;372.029;LQDARGUHUSPFNL;CCMSLIB00005764025;1-[2-(2,4-dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1,2,4-triazole;C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F;Organic compounds;Benzenoids;Benzene and substituted derivatives;Halobenzenes;Dichlorobenzenes;;;Alkaloids
413;74.264.999;172.041;;;;;;;;0.409;261.268;433.309;KRNYOVHEKOBTEF;CCMSLIB00003137548;Val-Val;CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Peptides;Dipeptides;Small peptides;Amino acids and Peptides
420;179.341.003;180.064;;;;;;;;0.409;255.231;435.295;SCABKEBYDRTODC;CCMSLIB00005760988;bis[2-(2-butoxyethoxy)ethyl] hexanedioate;CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Fatty acid esters;Triacylglycerols;Glycerolipids;Fatty acids
424;86.135.002;182.079;;;;;;;;0.3145;99.06;281.139;DKDILZBBFKZMRO;CCMSLIB00000085036;L-Histidine beta-naphthylamide7424-15-9;N[C@@H](Cc1c[nH]cn1)C(=O)Nc2ccc3ccccc3c2;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Histidine and derivatives;Dipeptides;Small peptides;Amino acids and Peptides
427;66.804.303;184.986;;;;;;;;0.409;250.309;435.295;SCABKEBYDRTODC;CCMSLIB00005760988;bis[2-(2-butoxyethoxy)ethyl] hexanedioate;CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Fatty acid esters;Triacylglycerols;Glycerolipids;Fatty acids
451;17.630.899;211.059;;;;;;;;0.409;224.236;435.295;SCABKEBYDRTODC;CCMSLIB00005761754;bis[2-(2-butoxyethoxy)ethyl] hexanedioate;CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Fatty acid esters;Triacylglycerols;Glycerolipids;Fatty acids
456;465.929.993;213.147;;;;;;;;0.6092;397.197;610.344;ZXONCHMIIHLRHD;CCMSLIB00005721471;[(2R,3R,4S,5S,6R)-3,5-diacetyloxy-2-(acetyloxymethyl)-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] dodecanoate [IIN-based on: CCMSLIB00000848200];CCCCCCCCCCCC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@@H](OC[C@H](O)[C@H](O)CO)[C@H]1OC(C)=O;Organic compounds;Lipids and lipid-like molecules;Saccharolipids;;Saccharolipids;Fatty acyl glycosides of mono- and disaccharides;Fatty acyl glycosides;Fatty acids
478;694.494.995;226.951;;;;;;;;0.3026;137.931;89.02;LCTONWCANYUPML;CCMSLIB00006373337;Pyruvic acid;CC(=O)C(=O)O;Organic compounds;Organic acids and derivatives;Keto acids and derivatives;Alpha-keto acids and derivatives;Alpha-keto acids and derivatives;Oxo fatty acids;Fatty Acids and Conjugates;Fatty acids
479;4.191;226.952;;;;;;;;0.3121;50.048;277.0;KOSRFJWDECSPRO;CCMSLIB00000567276;Glu(Glu);OC(=O)CCC(N)C(=O)NC(CCC(O)=O)C(O)=O;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Dipeptides;Dipeptides;Small peptides;Amino acids and Peptides
480;4.476;226.952;;;;;;;;0.2939;518.449;745.401;OXQSHEREUUUCEE;CCMSLIB00005722793;2,3,4,5,6-pentahydroxyhexyl 2-[2-[2-[2-(2-acetyloxy-3-methylbutanoyl)oxy-3-methylpentanoyl]oxy-3-methylpentanoyl]oxy-3-methylpentanoyl]oxy-3-methylpentanoate [IIN-based on: CCMSLIB00000848686];CCC(C)C(OC(=O)C(OC(=O)C(OC(=O)C(OC(=O)C(OC(C)=O)C(C)C)C(C)CC)C(C)CC)C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Hexacarboxylic acids and derivatives;Hexacarboxylic acids and derivatives;Polyesters;Linear polyketides;Polyketides
494;142.758.987;242.101;;;;;;;;0.6277;412.331;654.432;UQCSETXJXJTMKO;CCMSLIB00005727660;Enniatin B1;CCC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C;Organic compounds;Organic acids and derivatives;Peptidomimetics;Depsipeptides;Cyclic depsipeptides;Cyclic peptides;;
495;29.193.001;242.926;;;;;;;;0.3459;175.412;418.338;QQBPLXNESPTPNU;CCMSLIB00000086025;N-Oleoyldopamine105955-11-1;CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1;Organic compounds;Benzenoids;Phenols;Benzenediols;N-acyldopamines;N-acyl amines;Fatty amides;Fatty acids
501;198.884.995;246.171;;;;;;;;0.7849;0.001;246.17;VSNFQQXVMPSASB;CCMSLIB00003138757;Valerylcarnitine;CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Acyl carnitines;Fatty acyl carnitines;Fatty esters;Fatty acids
520;86.616.005;251.137;;;;;;;;0.409;344.143;595.28;XIOGHHPVBVXQIV;CCMSLIB00005725429;5,20-dimethoxy-10,25-dimethyl-2,17-dioxa-10,25-diazaheptacyclo[26.2.2.2,?.1,?.1?,.0,?.0?,]hexatriaconta-1(30),3,5,7(36),13,15,18,20,22(33),28,31,34-dodecaene-4,19-diol;CN(CCc1cc(OC)c2O)C(Cc(cc3)ccc3Oc(c(C(C3)N(C)CC4)c4cc4OC)c4O)c1c2Oc1ccc3cc1;Organic compounds;Organic oxygen compounds;Organooxygen compounds;Ethers;Diarylethers;Isoquinoline alkaloids;;
533;201.363.998;257.981;;;;;;;;0.4887;284.087;542.068;BQOHYSXSASDCEA;CCMSLIB00003138095;Cyclic adenosine diphosphate ribose;C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN(C4=N)[C@H]5[C@@H]([C@@H]([C@H](O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O;Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Pentose phosphates;Purine nucleotides;Nucleosides;Carbohydrates
549;226.464.005;265.117;;;;;;;;0.409;257.169;522.286;BHTRKEVKTKCXOH;CCMSLIB00005465692;"""2-((R)-4-((3S,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""";C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C;Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives;Taurinated bile acids and derivatives;Cholane steroids;Steroids;Terpenoids
555;56.744.999;267.06;;;;;;;;0.6271;585.087;852.147;OJFDKHTZOUZBOS;CCMSLIB00000478636;acetoacetyl CoA;O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CC(C)=O;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl thioesters;3-oxo-acyl CoAs;Fatty acyl CoAs;Fatty esters;Fatty acids
575;284.756.012;271.08;;;;;;;;0.5364;66.957;204.123;RDHQFKQIGNGIED;CCMSLIB00006681997;ACETYL-CARNITINE;CC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Acyl carnitines;Fatty acyl carnitines;Fatty esters;Fatty acids
592;276.233.002;279.132;;;;;;;;0.409;292.028;571.16;BTCICADMSGBCKA;CCMSLIB00004709952;3-[5,7-dihydroxy-2-(4-methoxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-5,7-dihydroxy-2-(4-methoxyphenyl)-2,3-dihydrochromen-4-one;COC1=CC=C(C=C1)C2OC3=CC(O)=CC(O)=C3C(=O)C2C4C(OC5=CC(O)=CC(O)=C5C4=O)C6=CC=C(OC)C=C6;Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Biflavonoids and polyflavonoids;Biflavonoids and polyflavonoids;Flavanones;Flavonoids;Shikimates and Phenylpropanoids
595;30.614.798;281.148;;;;;;;;0.4887;325.292;606.44;MVMSCBBUIHUTGJ;CCMSLIB00005759307;Guanosine-5'-diphosphate-D-mannose sodium salt;C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N;Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleotides;Purine nucleotide sugars;Purine nucleotide sugars;Purine nucleotides;Nucleosides;Carbohydrates
610;458.570.984;295.152;;;;;;;;0.4108;313.867;609.019;YKTKLJSJQUANGI;CCMSLIB00006698907;2-(2,6-dichlorophenyl)-7-methylchromen-4-one;;;;;;;;;
611;458.855.011;295.152;;;;;;;;0.409;268.018;563.17;RFWGABANNQMHMZ;CCMSLIB00006380202;Oleuropein;COC(=O)\C1=C\O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)\C(=C\C)[C@@H]1CC(=O)OCCC3=CC(=C(O)C=C3)O;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides;Terpene glycosides;Secoiridoid monoterpenoids;Monoterpenoids;Terpenoids
614;171.363.998;297.094;;;;;;;;0.4851;137.011;434.105;NVUKXGTYJOCEHB;CCMSLIB00006707004;N-(2-chloro-4-methylphenyl)-2-[6-oxo-9-(oxolan-2-ylmethyl)hydropurin-8-ylthio] acetamide;;;;;;;;;
617;539.626.953;301.076;;;;;;;;0.409;320.049;621.125;AFZFFLVORLEPPO;CCMSLIB00000004870;CefditorenPivoxil;CC1=C(SC=N1)/C=C/C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C;;;;;;Cephalosporins;β-lactams;Amino acids and Peptides
618;541.385.986;301.076;;;;;;;;0.409;174.046;475.122;AFCAWRFTSGVRQA;CCMSLIB00005719778;Roccellin;O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(C)=O)O[C@H]1OC2=CC(OC(C)=CC3=O)=C3C(O)=C2C;Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Phenolic glycosides;Chromones;Chromanes;Polyketides
620;246.235.992;302.194;;;;;;;;0.409;133.057;435.251;INRCFVYVWPWZJS;CCMSLIB00004697687;5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-8-enyl]benzene-1,3-diol;Oc1cc(O)cc(CCCCC/C=C\CCCCCCCc2cc(O)cc(O)c2)c1;Organic compounds;Benzenoids;Phenols;Benzenediols;Resorcinols;Catechols with side chains;Aromatic polyketides;Polyketides
626;645.622.009;305.209;;;;;;;;0.3775;145.1;160.109;BCXCABRDBBWWGY;CCMSLIB00000085375;PARGYLINE HYDROCHLORIDE306-07-0;CN(CC#C)Cc1ccccc1.Cl;Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenylmethylamines;Phenylmethylamines;Phenylethylamines;Tyrosine alkaloids;Alkaloids
653;434.591.003;312.218;;;;;;;;0.5292;94.079;218.139;UFAHZIUFPNSHSL;CCMSLIB00005885048;Propionylcarnitine - 70.00 eV;CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Acyl carnitines;Fatty acyl carnitines;Fatty esters;Fatty acids
668;423.279.999;324.215;;;;;;;;0.409;144.085;468.3;YOTUXHIWBVZAJQ;CCMSLIB00006388116;(3S,6S,6aR,7R,7aR,8S,9R,10S,11aR,12R,13S,14R)-1-ethyl-3-(hydroxymethyl)-6,8,10,13-tetramethoxytetradecahydro-1H-3,6a,12-(epiethane[1,1,2]triyl)-7,9-methanonaphtho[2,3-b]azocine-11a,12-diol;CCN1C[C@]2(CO)CC[C@H](OC)[C@]3(C4C[C@H]5[C@H](OC)C4[C@](O)(C[C@H]5OC)[C@@]6(O)C(OC)C32)[C@H]16;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids;Aconitane-type diterpenoid alkaloids;Terpenoid alkaloids;Pseudoalkaloids (transamidation);Alkaloids
691;223.994.003;330.191;;;;;;;;0.6242;0.0;330.191;GKQGIQVSMCHAFX;CCMSLIB00000850566;beta-D-Glucopyranoside, 5-methyl-2-(1-methylethyl)phenyl;CC(C)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C(C)C=C1;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides;Terpene glycosides;Menthane monoterpenoids;Monoterpenoids;Terpenoids
728;497.597.015;350.23;;;;;;;;0.409;340.2;690.43;OWUREPXBPJFMOK;CCMSLIB00005727043;Enniatin A1;CCC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)CC)C)C(C)C;Organic compounds;Organic acids and derivatives;Peptidomimetics;Depsipeptides;Cyclic depsipeptides;Cyclic peptides;;
743;590.771.057;353.23;;;;;;;;0.409;196.089;549.319;ZBJCSWVKUJLAAQ;CCMSLIB00005725006;(1R,3R,7S,8S,11S,12S,14S,15R,16R)-15-[(2S,3R,6R)-3,7-dihydroxy-6-methyl-5-methylidene-4-oxoheptan-2-yl]-7,12,16-trimethyl-6-oxopentacyclo[9.7.0.0,.0,?.0,?]octadec-4-en-14-yl acetate;C[C@@H](CO)C(C([C@@H]([C@@H](C)[C@@H]([C@H](C1)OC(C)=O)[C@@](C)(CC2)[C@]1(C)[C@H](CC[C@H]1[C@@H]3C)[C@@]2(C2)[C@@]12C=CC3=O)O)=O)=C;;;;;;Cycloartane triterpenoids;Triterpenoids;Terpenoids
746;470.618.988;355.173;;;;;;;;0.409;322.238;677.411;QGQSOVLOEOVNRW;CCMSLIB00004715127;[(2R,3R,4S,5S,6R)-3-acetyloxy-2-(acetyloxymethyl)-5-hexanoyloxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] tetradecanoate;CCCCCCCCCCCCCC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@@H](OC[C@H](O)[C@H](O)CO)[C@H]1OC(=O)CCCCC;Organic compounds;Lipids and lipid-like molecules;Saccharolipids;;Saccharolipids;Fatty acyl glycosides of mono- and disaccharides;Fatty acyl glycosides;Fatty acids
749;472.321.991;355.173;;;;;;;;0.6044;76.104;431.277;BHQCQFFYRZLCQQ;CCMSLIB00005463905;CHOLATE;C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C;Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives;Trihydroxy bile acids, alcohols and derivatives;Cholane steroids;Steroids;Terpenoids
760;316.042.999;380.206;;;;;;;;0.5525;98.022;478.228;QJVVGCSWIOLQDG;CCMSLIB00000853064;beta-D-Glucopyranoside, 3-(4-hydroxyphenyl)-1-methylpropyl 6-O-[(2S,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-;CC(CCC1=CC=C(O)C=C1)O[C@@H]2O[C@H](CO[C@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides;Fatty acyl glycosides of mono- and disaccharides;;;Shikimates and Phenylpropanoids
791;238.839.005;407.189;;;;;;;;0.409;322.101;729.29;PZEAYKDDQCGSQU;CCMSLIB00006540763;(2S,3R)-2-(((S)-7-acetamido-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-10-yl)amino)-N-(4-(1,1-dioxido-1,2-thiazinan-2-yl)phenyl)-3-methylpentanamide;O=C1C=C2C(=CC=C1NC(C(=O)NC3=CC=C(C=C3)N4CCCCS4(=O)=O)C(C)CC)C5=C(OC)C(OC)=C(OC)C=C5CCC2NC(=O)C;;;;;;Phenethylisoquinoline alkaloids;Tyrosine alkaloids;Alkaloids
813;221.518.997;421.106;;;;;;;;0.6073;158.065;579.171;LYGPBZVKGHHTIE;CCMSLIB00005738983;Apigenin-8-C-glucoside-2'-rhamnoside;O=C1C2=C(O)C=C(O)C([C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]4[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O4)=C2OC(C5=CC=C(O)C=C5)=C1;Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavonoid glycosides;Flavonoid 8-C-glycosides;Flavones;Flavonoids;Shikimates and Phenylpropanoids
822;550.593.018;427.268;;;;;;;;0.4887;164.061;591.329;MXLZHQOOQIUQGO;CCMSLIB00004680133;12-O-[deca-2Z,4E-dienoyl]-13-isobutyroyloxy-4-deoxyphorbol;[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\CCCCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids;Tigliane and ingenane diterpenoids;Tigliane diterpenoids;Diterpenoids;Terpenoids
828;256.459.015;451.216;;;;;;;;0.6074;226.028;677.244;TZJALUIVHRYQQB;CCMSLIB00005745717;3-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-7-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(4-methoxyphenyl)-8-(3-methyl-2-buten-1-yl)-4H-1-benzopyran-4-one;COc1ccc(cc1)c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O;Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavonoid glycosides;Flavonoid-7-O-glycosides;Flavonols;Flavonoids;Shikimates and Phenylpropanoids
833;47.307.901;453.175;;;;;;;;0.409;342.262;795.437;HOFGZJTZROMXRO;CCMSLIB00005722766;[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(1,3,4,5,6-pentahydroxyhexan-2-yloxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-acetyloxy-3-methylpentanoate [IIN-based on: CCMSLIB00000846644];CCC(C)C(OC(C)=O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(CO)C(O)C(O)C(O)CO;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Hexacarboxylic acids and derivatives;Hexacarboxylic acids and derivatives;Polyesters;Linear polyketides;Polyketides
837;241.304.001;465.133;;;;;;;;0.4887;3.977;469.11;ABRULANJVVJLFI;CCMSLIB00006425396;Swertisin;OC1=CC=C(C=C1)C2=CC(C3=C(C([C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C(C=C3O2)OC)O)=O;Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavonoid glycosides;Flavonoid C-glycosides;Flavones;Flavonoids;Shikimates and Phenylpropanoids
842;81.675.003;479.284;;;;;;;;0.409;21.922;501.206;QOUNADNCAOICIY;CCMSLIB00006686332;6,2'-Dimethylflavone;;;;;;;;;
886;28.888.501;597.211;;;;;;;;0.6726;80.211;517.0;ZFYHVMQCJIKTLP;CCMSLIB00005879252;Celafolin C-1;O=C(OC1C(OC(=O)C)C2C(OC(=O)C)C3(OC2(C)C)C(C)CCC(OC(=O)C)C13C)C=4C=CC=CC4;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids;Agarofurans;Agarofuran sesquiterpenoids;Sesquiterpenoids;Terpenoids
893;298.746.002;638.026;;;;;;;;0.7918;136.756;501.27;ZWNKGUOHTAKRBN;CCMSLIB00005435905;Moroidin-[QLLVWRAH];O=C1CC[C@@H](C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@@H](C(C)C)C(N[C@@](C(N[C@H](C(N[C@@H](C)C(N[C@@H](CC2=CN3C=N2)C(O)=O)=O)=O)CCCNC(N)=N)=O)([H])CC4=C3NC5=C4C=CC6=C5)=O)=O)=O)[C@@H]6C(C)C)=O)N1;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Oligopeptides;Cyclic peptides;Oligopeptides;Amino acids and Peptides
